,Num_Prob,Y,,THRESHOLD,,,CONFUSION MATRIX,,
681,0.642856685,0,,,,,,,
682,0.643231023,0,,,,,,,
683,0.643231023,0,,,,,,,
684,0.636914954,1,,,,,,,
685,0.038866492,0,,,,,,,
686,0.631368589,1,,,,,,,
687,0.608339852,1,,,,,,,
688,0.624964957,0,,,,,,,
689,0.643231023,0,,,,,,,
690,0.643231023,1,,,,,,,
691,0.636537733,0,,,,,,,
692,0.02173213,0,,,,,,,
693,0.608339852,1,,,,,,,
694,0.643231023,1,,,,,,,
695,0.631368589,0,,,,,,,
696,0.642856685,0,,,,,,,
697,0.005317361,0,,,,,,,
698,0.310718334,0,,,,,,,
699,0.573103457,0,,,,,,,
700,0.02115684,0,,,,,,,
701,0.631368589,0,,,,,,,
702,0.573103457,1,,,,,,,
703,0.464736509,1,,,,,,,
704,0.636914954,0,,,,,,,
705,0.02115684,0,,,,,,,
706,0.525140941,1,,,,,,,
707,0.601788489,0,,,,,,,
708,0.464736509,0,,,,,,,
709,0.310718334,0,,,,,,,
710,0.624964957,0,,,,,,,
711,0.56638281,0,,,,,,,
712,0.464736509,1,,,,,,,
713,0.642856685,1,,,,,,,
714,0.573103457,1,,,,,,,
715,0.068997075,0,,,,,,,
716,0.573103457,1,,,,,,,
717,0.393819053,1,,,,,,,
718,0.643231023,1,,,,,,,
719,0.642856685,0,,,,,,,
720,0.608339852,1,,,,,,,
721,0.608339852,0,,,,,,,
722,0.636537733,0,,,,,,,
723,0.165609844,0,,,,,,,
724,0.02173213,1,,,,,,,
725,0.626110975,1,,,,,,,
726,0.642856685,1,,,,,,,
727,0.634212199,1,,,,,,,
728,0.573103457,1,,,,,,,
729,0.563514834,1,,,,,,,
730,0.000453015,0,,,,,,,
731,0.636914954,1,,,,,,,
732,0.393819053,1,,,,,,,
733,0.642856685,1,,,,,,,
734,0.02173213,0,,,,,,,
735,0.642856685,1,,,,,,,
736,0.643231023,0,,,,,,,
737,0.626110975,1,,,,,,,
738,0.636914954,0,,,,,,,
739,0.005317361,0,,,,,,,
740,0.239491802,1,,,,,,,
741,0.005464353,1,,,,,,,
742,0.631368589,0,,,,,,,
743,0.039903706,0,,,,,,,
744,0.643231023,1,,,,,,,
745,0.608339852,0,,,,,,,
746,0.643231023,1,,,,,,,
747,0.518299869,1,,,,,,,
748,0.316620443,0,,,,,,,
749,0.642856685,0,,,,,,,
750,0.573103457,0,,,,,,,
751,0.232445626,1,,,,,,,
752,0.56638281,0,,,,,,,
753,0.643231023,1,,,,,,,
754,0.011190015,0,,,,,,,
755,0.636914954,0,,,,,,,
756,0.316620443,0,,,,,,,
757,0.624964957,1,,,,,,,
758,0.642856685,1,,,,,,,
759,0.634212199,1,,,,,,,
760,0.631368589,0,,,,,,,
761,0.068997075,0,,,,,,,
762,0.632506545,1,,,,,,,
763,0.393819053,1,,,,,,,
764,0.02115684,0,,,,,,,
765,0.310718334,1,,,,,,,
766,0.608339852,1,,,,,,,
767,0.464736509,1,,,,,,,
768,0.643231023,1,,,,,,,
769,0.642856685,0,,,,,,,
770,0.525140941,1,,,,,,,
771,0.608339852,0,,,,,,,
772,0.51538598,0,,,,,,,
773,0.393819053,1,,,,,,,
774,0.642856685,0,,,,,,,
775,0.608339852,0,,,,,,,
776,0.642856685,0,,,,,,,
777,0.518299869,0,,,,,,,
778,0.636537733,1,,,,,,,
779,0.464736509,1,,,,,,,
780,0.393819053,0,,,,,,,
781,0.393819053,1,,,,,,,
782,0.643231023,1,,,,,,,
783,0.608339852,0,,,,,,,
784,0.642856685,0,,,,,,,
785,0.643231023,0,,,,,,,
786,0.636914954,0,,,,,,,
787,0.573103457,0,,,,,,,
788,0.642856685,1,,,,,,,
789,0.643231023,1,,,,,,,
790,0.111858788,1,,,,,,,
791,0.631368589,0,,,,,,,
792,0.002535966,1,,,,,,,
793,0.518299869,0,,,,,,,
794,0.068997075,0,,,,,,,
795,0.393819053,0,,,,,,,
796,0.573103457,0,,,,,,,
797,0.393819053,0,,,,,,,
798,0.631368589,0,,,,,,,
799,0.518299869,0,,,,,,,
800,0.000458329,0,,,,,,,
801,0.56638281,1,,,,,,,
802,0.643231023,1,,,,,,,
803,0.631368589,0,,,,,,,
804,0.464736509,1,,,,,,,
805,0.316620443,0,,,,,,,
806,0.643231023,0,,,,,,,
807,0.643231023,0,,,,,,,
